title,savedAt,query,language,article URL,main topic,stance / attitude towards,"Clickbaityness/credibility (0 is good, 1 is very bad)"
The 16-inch M1 Max MacBook Pro is even cheaper than its crazy Cyber Monday sale - Macworld,15/12/2022 10:05,,en,https://www.macworld.com/article/1432986/the-16-inch-m1-max-macbook-pro-is-even-cheaper-than-its-crazy-cyber-monday-sale.html,MacBook Apple,3,0.5
"Google’s Black Friday deals are back, including that $299 Pixel 6a deal - Ars Technica",15/12/2022 10:05,,en,https://arstechnica.com/gadgets/2022/12/googles-black-friday-deals-are-back-including-that-299-pixel-6a-deal/,Google Pixel sale,3,0.1
Google Wallet shortcut on Pixel 7 now opens the app as QS tile shows full card name - 9to5Google,15/12/2022 10:05,,en,https://9to5google.com/2022/12/13/google-wallet-pixel-7/,Google Wallet Pixel,2,0
5 handy iOS 16 features that are available in macOS Ventura - 9to5Mac,15/12/2022 10:05,,en,https://9to5mac.com/2022/12/13/macos-ventura-features-from-ios-16/,iOS 16 Ventura,3,0
Wonder Boy Anniversary Collection To Get Switch eShop Release Next Year - Nintendo Life,15/12/2022 10:05,,en,https://www.nintendolife.com/news/2022/12/wonder-boy-anniversary-collection-to-get-switch-eshop-release-next-year,Wonder Boy,2,0
PNY GeForce RTX 4070 Ti GPU series leaked with full specs - VideoCardz.com,15/12/2022 10:05,,en,https://videocardz.com/newz/pny-geforce-rtx-4070-ti-gpu-series-leaked-with-full-specs,RTX 4070 Ti,2,0.2
Tim Cook Reveals Apple Has Used Sony Image Sensors for 10 Years - PetaPixel,15/12/2022 10:05,,en,https://petapixel.com/2022/12/13/tim-cook-reveals-apple-has-used-sony-image-sensors-for-10-years/,Apple Image sensor,2,0.1
Hunt Showdown Devil's Moon Live Event Start - Hunt: Showdown,15/12/2022 10:05,,en,https://www.huntshowdown.com/news/hunt-showdown-devil-s-moon-live-event,Hunt Showdown,2,0
Hands-on: How to use Apple Music Sing karaoke feature in iOS 16.2 - 9to5Mac,15/12/2022 10:05,,en,https://9to5mac.com/2022/12/13/how-to-use-apple-music-sing-karaoke-feature/,Apple Music karaoke,2,0
"Mario Strikers: Battle League Version 1.3.0 Is Now Live, Here Are The Full Patch Notes - Nintendo Life",15/12/2022 10:05,,en,https://www.nintendolife.com/news/2022/12/mario-strikers-battle-league-version-1-3-0-is-now-live-here-are-the-full-patch-notes,Mario Strikers update,2,0
New Actively Exploited Zero-Day Vulnerability Discovered in Apple Products - The Hacker News,15/12/2022 10:05,,en,https://thehackernews.com/2022/12/new-actively-exploited-zero-day.html,Apple security,1,0
Got an iPhone? Don’t wait another second to update critical privacy settings - Fox News,15/12/2022 10:05,,en,https://www.foxnews.com/tech/got-an-iphone-dont-wait-another-second-update-critical-privacy-settings,iPhone privacy,1,0.8
Fortnite Winterfest 2022 presents: What’s inside each gift & where are the free skins? - Dexerto,15/12/2022 10:05,,en,https://www.dexerto.com/fortnite/fortnite-winterfest-2022-presents-guide-2009534/,Fortnite,2,0.4
"Instagram rolls out Notes, Candid Stories, and Group Profiles - SamMobile - Samsung news",15/12/2022 10:05,,en,https://www.sammobile.com/news/instagram-notes-candid-stories-group-profiles-released/,Instagram update,2,0
Apple Just Launched Its First New App in Years — and It Can Transform the Way You Plan Travel - Travel + Leisure,15/12/2022 10:05,,en,https://www.travelandleisure.com/apple-launches-freeform-app-plan-travel-6891425,Apple app,3,0.5
A Look at Tesla's Updated UI Cards for the Model 3 and Model Y - Not a Tesla App,15/12/2022 10:05,,en,https://www.notateslaapp.com/news/1101/tesla-brings-back-ui-cards-to-model-3-and-y-with-holiday-update,Tesla update UI,2,0.1
"Overwatch 2 Winter Wonderland 2022 dates, skins, and modes announced - Polygon",15/12/2022 10:05,,en,https://www.polygon.com/23507809/overwatch-2-winter-wonderland-2022-dates-skins-challenges,Overwatch 2 update,2,0
Rick And Morty Creators Issue Patch To Make New Shooter Less Annoying - Kotaku,15/12/2022 10:05,,en,https://kotaku.com/high-on-life-rick-and-morty-forspoken-game-release-1849892935,Rick Morty game,2,0.1
Akiba's Trip: Undead & Undressed Is A Game About Taking Off People's Clothes - Nintendo Life,15/12/2022 10:05,,en,https://www.nintendolife.com/news/2022/12/akibas-trip-undead-and-undressed-is-a-game-about-taking-off-peoples-clothes,Akiba's trip Nintendo,2,0.1
Xbox thinks it'll take players around 1000 hours to 'beat' League of Legends on Game Pass - Dot Esports,15/12/2022 10:05,,en,https://dotesports.com/league-of-legends/news/xbox-thinks-itll-take-players-over-1000-hours-to-beat-league-of-legends/,Xbox Leeauge Legends,2,0
"After Russia’s exit from the Lunar Gateway, NASA has found a new partner in UAE - Ars Technica",15/12/2022 10:05,,en,https://arstechnica.com/science/2022/12/nasa-is-negotiating-with-uae-to-provide-an-airlock-for-the-lunar-gateway/,NASA,2,0
After AlphaFold: protein-folding contest seeks next big breakthrough - Nature.com,15/12/2022 10:05,,en,https://www.nature.com/articles/d41586-022-04438-1,AlphaFold protein folding,2,0
The Geminid meteor shower of 2022 peaked tonight (photos) - Space.com,15/12/2022 10:05,,en,https://www.space.com/geminid-meteor-shower-2022-peak-photos,meteor shower,2,0
Boom! Watch an inflatable space station module explode on video - msnNOW,15/12/2022 10:05,,en,https://www.space.com/sierra-space-life-habitat-explosion-test,inflatable space module,2,0.7
7 Things We Learned From NASA's Wildly Successful Artemis 1 Mission - Gizmodo,15/12/2022 10:05,,en,https://gizmodo.com/nasa-artemis-orion-sls-moon-mission-1849892615,NASA,3,0.1
"Particles of light may create fluid flow, data-theory comparison suggests - Phys.org",15/12/2022 10:05,,en,https://phys.org/news/2022-12-particles-fluid-data-theory-comparison.html,light particles,2,0.3
James Webb Space Telescope spots rare red spiral galaxies in the early universe - Space.com,15/12/2022 10:05,,en,https://www.space.com/james-webb-space-telescope-red-spiral-galaxies,Space telescope,2,0
Black holes 'ring' like bells after they merge — and that could be the key to seeing inside them - Livescience.com,15/12/2022 10:05,,en,https://www.livescience.com/black-hole-singularity-gravitational-waves,black holes,2,0.3
Wetland emission and atmospheric sink changes explain methane growth in 2020 - Nature.com,15/12/2022 10:05,,en,https://www.nature.com/articles/s41586-022-05447-w,methane growth,2,0
"60 years ago today, a spacecraft zipped past planet Venus for the 1st time ever - Space.com",15/12/2022 10:05,,en,https://www.space.com/mariner-2-venus-flyby-60-year-anniversary,spacecraft Venus,2,0.4
Nasa's Ingenuity helicopter to fly over the hills of Mars - BBC,15/12/2022 10:05,,en,https://www.bbc.com/news/science-environment-63965245,NASA Mars,2,0.1
Christmas asteroid challenge starts tonight and you can join - Space.com,15/12/2022 10:05,,en,https://www.space.com/christmas-asteroid-challenge-starts-tonight-dec-14-2022,asteroid,2,0.2
Video of 'toilet plume' shows how much droplets spread when you flush - USA TODAY,15/12/2022 10:05,,en,https://www.usatoday.com/story/news/nation/2022/12/13/toilet-plume-video-public-restroom-germs/10882027002/,toilet plume,2,0.1
"Our ancestors may have evolved to walk upright in trees rather than on the ground, new study suggests - CNN",15/12/2022 10:05,,en,https://www.cnn.com/2022/12/14/world/human-bipedalism-trees-study-scli-intl-scn/index.html,human evolution,2,0.2
Coyotes Unexpectedly Attacked a Human in 2009. Scientists Now Know Why - CNET,15/12/2022 10:05,,en,https://www.cnet.com/science/biology/a-coyote-unexpectedly-attacked-a-human-in-2009-scientists-now-know-why/,coyotes human attack,2,0.4
A Fireball That Exploded Over Canada Has Been Traced to a Very Unexpected Origin - ScienceAlert,15/12/2022 10:05,,en,https://www.sciencealert.com/a-fireball-that-exploded-over-canada-has-been-traced-to-a-very-unexpected-origin,fireball Canada,2,0.7
"Bill Nelson came to NASA to do two things, and he’s all out of bubblegum - Ars Technica",15/12/2022 10:05,,en,https://arstechnica.com/science/2022/12/bill-nelson-came-to-nasa-to-do-two-things-and-hes-all-out-of-bubblegum/,NASA,1,0.7
Japan's Private Moon Mission Captures Stunning Farewell Photo of Earth - Gizmodo,15/12/2022 10:05,,en,https://gizmodo.com/japan-hakuto-r-private-moon-mission-earth-1849892846,Japan moon mission,3,0.2
"NASA's Big 2022: Historic Moon Mission, Webb Telescope Images, More - NASA",15/12/2022 10:05,,en,https://www.nasa.gov/press-release/nasa-s-big-2022-historic-moon-mission-webb-telescope-images-more/,NASA,3,0
Dazzling galactic diamonds shine in new Webb telescope image - CNN,15/12/2022 10:05,,en,https://www.cnn.com/2022/12/14/world/webb-telescope-galactic-diamonds-scn/index.html,Webb telescope,2,0
Man is killed by pet cat bite... FOUR YEARS later due to flesh-eating bacteria - Daily Mail,15/12/2022 10:05,,en,https://www.dailymail.co.uk/news/article-11538087/Man-killed-pet-cat-bite-FOUR-YEARS-later-flesh-eating-bacteria.html,cat bite,2,0.8
"Consumer Reports: Flu, COVID-19, and RSV parent survival guide - WSYR",15/12/2022 10:05,,en,https://www.localsyr.com/news/consumer-reports/consumer-reports-flu-covid-19-and-rsv-parent-survival-guide/,flu covid 19,2,0.2
Subcutaneous Fat Emerges as a Protector of Females’ Brains - Neuroscience News,15/12/2022 10:05,,en,https://neurosciencenews.com/subcutaneous-fat-neuroprotection-22068/,fat female brains,2,0
Wales reports more than 850 scarlet fever cases in a single week - Wales Online,15/12/2022 10:05,,en,https://www.walesonline.co.uk/news/health/wales-reports-more-850-scarlet-25740394,scarlet fever,1,0
Vaccine fatigue is leaving the US vulnerable to flu - CNN,15/12/2022 10:05,,en,https://www.cnn.com/2022/12/13/health/flu-vaccine-fatigue/index.html,vaccine fatigue,1,0.1
Discovery Could Explain Why Women Are More Likely to Get Alzheimer’s - Neuroscience News,15/12/2022 10:05,,en,https://neurosciencenews.com/c3-women-alzheimers-22078/,Alzheimer's,2,0.3
Doctor shares his 8 strategies to protect himself from winter viruses - Yahoo News,15/12/2022 10:05,,en,https://news.yahoo.com/doctor-shares-8-strategies-protect-191726685.html,winter viruses,2,0.2
SARS-CoV-2 infection and persistence in the human body and brain at autopsy - Nature.com,15/12/2022 10:05,,en,https://www.nature.com/articles/s41586-022-05542-y,Covid,2,0
"UBC scientists find 'broadly effective, infection-halting compound' for coronaviruses | Globalnews.ca - Global News",15/12/2022 10:05,,en,https://globalnews.ca/news/9347930/ubc-effective-infection-halting-compound-coronaviruses/,Covid,2,0.1
"Long Beach reports 2 coronavirus deaths as new daily cases remain high, other metrics drop • Long Beach Post News - Long Beach Post",15/12/2022 10:05,,en,https://lbpost.com/news/long-beach-reports-2-coronavirus-as-new-daily-cases-remains-high-other-metrics-drop,Covid,2,0
Man with swollen testicle discovers ‘dancing’ worms living inside: doctors - New York Post ,15/12/2022 10:05,,en,https://nypost.com/2022/12/13/mans-swollen-testicle-filled-with-dancing-worms/,swollen testicle,2,0.8
Moving on From Melatonin? This Dietary Supplement Can Also Help You Sleep - CNET,15/12/2022 10:05,,en,https://www.cnet.com/health/sleep/moving-on-from-melatonin-this-dietary-supplement-can-also-help-you-sleep/,sleep,2,0.7
"Only 14% of diagnosed cancers in the US are detected by screening, report says - CNN",15/12/2022 10:05,,en,https://www.cnn.com/2022/12/14/health/cancers-detected-by-screening-report/index.html,cancer screening,1,0
"Omicron BQ, XBB subvariants are a serious threat to boosters and knock out antibody treatments, study finds - CNBC",15/12/2022 10:05,,en,https://www.cnbc.com/2022/12/14/covid-news-bq-xbb-omicron-subvariants-pose-serious-threat-to-boosters.html,Covid vaccines,1,0.1
Does exercise really help aging brains? New study raises questions. - The Washington Post,15/12/2022 10:05,,en,https://www.washingtonpost.com/wellness/2022/12/14/exercise-mindfulness-brain-health/,exercise aging,2,0.8
Gene editing technology for treatment-resistant cancer could be a 'scientific layup' to treat other diseases - CNN,15/12/2022 10:05,,en,https://www.cnn.com/2022/12/12/health/base-editing-cancer-treatment/index.html,gene editing,3,0.2
"As viral infections skyrocket, masks are still a tried-and-true way to help keep yourself and others safe - Yahoo News",15/12/2022 10:05,,en,https://news.yahoo.com/viral-infections-skyrocket-masks-still-131359333.html,Covid masks,3,0.1
Fifteen children have died from Strep A in the UK in recent weeks. Could an outbreak in the US follow? - The Independent,15/12/2022 10:05,,en,https://www.independent.co.uk/news/world/americas/strep-a-outbreak-infection-us-cases-b2245470.html,Strep A UK,1,0.1
"A trifecta of respiratory viruses -- Covid, RSV and flu -- are taxing hospitals across the nation - CNN",15/12/2022 10:05,,en,https://www.cnn.com/2022/12/13/us/covid-rsv-flu-viruses-trifecta-hospitals/index.html,Covid flu,1,0.1
Scientists discover 'suicide genes' - and hope to find a cure - Daily Mail,15/12/2022 10:05,,en,https://www.dailymail.co.uk/health/article-11537427/Scientists-discover-suicide-genes-hope-cure.html,suicide genes,2,0.8
Factors Linked to Optimal Aging Uncovered - Neuroscience News,15/12/2022 10:05,,en,https://neurosciencenews.com/optimal-aging-neuroscience-22071/,aging,2,0.8
"U.S. hospitals report rise in severe strep A infections among kids, after 15 deaths in UK - Yahoo News",15/12/2022 10:05,,en,https://news.yahoo.com/u-hospitals-report-rise-severe-000215526.html,Strep A UK,1,0
Newborns to get rapid genetic disease diagnosis - BBC,15/12/2022 10:05,,en,https://www.bbc.com/news/health-63906892,genetic disease diagnosis,3,0
Expert recommends one fruit to eat daily to 'help maintain normal heart function' - Express,15/12/2022 10:05,,en,https://www.express.co.uk/life-style/health/1709258/high-blood-pressure-lower-reading-bananas-normal-heart-function,fruit health,3,0.3
Children experiencing hallucinations as part of Influenza A: Vernon doctor | Globalnews.ca - Global News,15/12/2022 10:05,,en,https://globalnews.ca/news/9345875/children-experiencing-halluciations-as-part-of-influenza-a-vernon-doctor/,Influenza A,1,0.1
J&J and Merck Ebola vaccines produce lasting antibodies in children and adults - Fox Business,15/12/2022 10:05,,en,https://www.foxbusiness.com/healthcare/jj-merck-ebola-vaccines-produce-lasting-antibodies-children-adults,vaccines,3,0
"Review on heart health supplements: folic acid, omega 3, vitamin a - Insider",15/12/2022 10:05,,en,https://www.insider.com/review-on-heart-health-supplements-folic-acid-omega-3-2022-12,heart health,2,0
"What are the most common COVID symptoms now? It's no longer fever, loss of taste - AL.com",15/12/2022 10:05,,en,https://www.al.com/news/2022/12/what-are-the-most-common-covid-symptoms-now-its-no-longer-fever-loss-of-taste.html,covid,2,0.3
Nasal vaccines promise to stop the COVID-19 virus before it gets to the lungs – an immunologist explains how they work - Yahoo News,15/12/2022 10:05,,en,https://news.yahoo.com/nasal-vaccines-promise-stop-covid-131447644.html,Covid 19 vaccines,3,0.1
Combo of bad cholesterol and high blood pressure may increase heart attack or stroke risk - Yahoo Finance,15/12/2022 10:05,,en,https://finance.yahoo.com/news/combo-bad-cholesterol-high-blood-100000086.html,heart health,1,0.2
"Dog flu outbreaks hit shelters, homes across US - New York Post ",15/12/2022 10:05,,en,https://nypost.com/2022/12/14/dog-flu-outbreaks-hit-shelters-homes-across-us/,dog flu,2,0
"COVID Loss of Smell, Taste May Signal More Intense Immune Response - The Daily Beast",15/12/2022 10:05,,en,https://www.thedailybeast.com/covid-loss-of-smell-taste-may-signal-more-intense-immune-response,Covid,2,0.1
A microbiome-dependent gut–brain pathway regulates motivation for exercise - Nature.com,15/12/2022 10:05,,en,https://www.nature.com/articles/s41586-022-05525-z,Motivation exercise,2,0
New Study Links COVID-19 Vaccination Status to Increased Risk of Car Crashes - Jalopnik,15/12/2022 10:05,,en,https://jalopnik.com/new-study-links-covid-19-vaccination-status-to-increase-1849891344,Covid vaccine,1,0.2
FTX Bahamas co-CEO Ryan Salame blew the whistle on FTX and Sam Bankman-Fried - Cointelegraph,15/12/2022 10:05,,en,https://cointelegraph.com/news/ftx-bahamas-co-ceo-ryan-salame-blew-the-whistle-on-ftx-and-sam-bankman-fried,FTX,2,0
Lawmakers grapple with sheer size of FTX's missing billions - The Washington Post,15/12/2022 10:05,,en,https://www.washingtonpost.com/business/2022/12/14/ftx-sbf-crypto-fraud-charges-hearing/,FTX,1,0
Tesla shares fall as investors bash Musk's Twitter focus - Reuters,15/12/2022 10:05,,en,https://www.reuters.com/business/autos-transportation/tesla-shares-fall-investors-bash-musks-twitter-focus-2022-12-14/,Tesla Musk ,1,0
"Sam Bankman-Fried's relatives called the Bahamas prison he's being held at to ask if he can get vegan meals, per Bloomberg - Yahoo Finance",15/12/2022 10:05,,en,https://www.businessinsider.com/sam-bankman-fried-relatives-ask-bahamas-prison-vegan-meals-report-2022-12,FTX,2,0.2
"Binance withdrawals jump to $3 billion in 24 hours, research firm says - CNN",15/12/2022 10:05,,en,https://www.cnn.com/2022/12/14/investing/binance-withdrawals-crypto-intl-hnk/index.html,Binance,1,0
Inside the final days of Twitter 1.0: How Elon Musk razed us to the ground - The Independent,15/12/2022 10:05,,en,https://www.independent.co.uk/news/world/americas/elon-musk-twitter-final-days-b2245639.html,Twitter Musk,1,0.2
Only 1% of people can handle crypto self-custody right now: Binance CEO - Cointelegraph,15/12/2022 10:05,,en,https://cointelegraph.com/news/only-1-of-people-can-handle-crypto-self-custody-right-now-binance-ceo,Crypto self-custody,1,0
"Bitcoin, Ethereum, Dogecoin Mixed After Fed Rate Hike: Analyst Says Apex Crypto's Path To $20,500 'Open' - Benzinga",15/12/2022 10:05,,en,https://www.benzinga.com/markets/cryptocurrency/22/12/30085524/bitcoin-ethereum-dogecoin-mixed-after-fed-rate-hike-analyst-says-apex-cryptos-path-to-20-5,Cryto,3,0.2
SEC sets out sweeping overhaul of US stock market - Financial Times,15/12/2022 10:05,,en,https://www.ft.com/content/8102fc65-0879-4b88-b3c6-097447a61f7d,SEC stocks,2,0.2
"Tech layoffs are rising, but many workers are landing new jobs, raises - Business Insider",15/12/2022 10:05,,en,https://www.businessinsider.com/tech-layoffs-workers-new-jobs-salary-raises-2022-12,Tech layoffs,2,0
Dutch chip equipment maker ASML's CEO questions U.S. export rules on China -newspaper - Reuters,15/12/2022 10:05,,en,https://www.reuters.com/technology/ceo-dutch-chip-equipment-maker-asml-questions-us-imposed-export-rules-china-2022-12-13/,ASM China export,2,0
"Investors bolting from the market after hawkish Fed speech are being too hasty, Jim Cramer says - CNBC",15/12/2022 10:05,,en,https://www.cnbc.com/2022/12/14/investors-bolting-from-the-market-after-hawkish-fed-speech-are-being-too-hasty-jim-cramer-says.html,Fed stocks,2,0
“Pure and deadly greed”: Lawmakers slam Pfizer’s 400% price hike on COVID shots - Ars Technica,15/12/2022 10:05,,en,https://arstechnica.com/science/2022/12/pure-and-deadly-greed-lawmakers-slam-pfizers-400-price-hike-on-covid-shots/,Covid vaccines,1,0
Average New Car Prices Hit a Record High in November - Jalopnik,15/12/2022 10:05,,en,https://jalopnik.com/average-new-car-price-hit-a-record-high-in-november-1849890024,car prices,2,0.1
Bernard Arnault just became the world's richest person. So who is he? - CNN,15/12/2022 10:05,,en,https://www.cnn.com/2022/12/14/business/bernard-arnault-richest-person/index.html,Bernard Arnault,2,0.2
Moderna/Merck Cancer Vaccine Passes Phase II Human Trial - Gizmodo,15/12/2022 10:05,,en,https://gizmodo.com/moderna-merck-cancer-vaccine-melanoma-clinical-trial-1849888980,Cancer vaccine,3,0
Sears Hometown files for Chapter 11 bankruptcy protection - CNN,15/12/2022 10:05,,en,https://www.cnn.com/2022/12/13/business/sears-hometown-bankruptcy/index.html,Sears Hometown,1,0
"Get early access to +play beta exclusively from Verizon, with Netflix Premium on us for one year - Verizon",15/12/2022 10:05,,en,https://www.verizon.com/about/news/early-access-play-beta-verizon-netflix-premium,Verzion streaming,3,0
FDA adcomm votes 8-3 against Cytokinetics' potential heart failure drug - Endpoints News,15/12/2022 10:05,,en,https://endpts.com/fda-adcomm-votes-8-3-against-cytokinetics-potential-heart-failure-drug/,FDA heart drug,2,0
Cramer's lighting round: I like J.M. Smucker over Church & Dwight - CNBC,15/12/2022 10:05,,en,https://www.cnbc.com/2022/12/13/cramers-lighting-round-i-like-jm-smucker-over-church-dwight.html,stocks,2,0
Twitter's risky plan to save its ads business - Platformer,15/12/2022 10:05,,en,https://www.platformer.news/p/twitters-risky-plan-to-save-its-ads,Twitter,2,0
US senator Manchin says Treasury should limit commercial EV tax credit use - ETAuto,15/12/2022 10:05,,en,https://auto.economictimes.indiatimes.com/news/industry/us-senator-manchin-says-treasury-should-limit-commercial-ev-tax-credit-use/96217951,EV tax credit,1,0
Bank of England seen hiking by a half-point as inflation shows signs of peaking - CNBC,15/12/2022 10:05,,en,https://www.cnbc.com/2022/12/14/bank-of-england-tipped-for-half-point-rate-hike-as-inflation-shows-signs-of-peaking.html,interest rate,2,0
Stocks are closing out a dismal 2022 as the Fed fights inflation. Here's what history says comes next. - MarketWatch,15/12/2022 10:05,,en,https://www.marketwatch.com/story/stocks-are-closing-out-a-dismal-2022-as-the-fed-fights-inflation-heres-what-history-says-comes-next-11671064089,stocks,1,0.3
"Bill Ackman: Fed won't meet inflation goal without 'deep, job-destroying recession' - Yahoo Finance",15/12/2022 10:05,,en,https://finance.yahoo.com/news/bill-ackman-fed-inflation-recession-225552079.html,Fed inflation,1,0.1
Litigation Boutique Offers Bonuses Of Up To $575K To Hardworking Associates - Above the Law,15/12/2022 10:05,,en,https://abovethelaw.com/2022/12/bursor-bonuses-2022/,law firm,3,0
2023 Toyota Prius Hybrid AWD Reviewed - Driving Sports TV,15/12/2022 10:05,,en,https://www.youtube.com/watch?v=IqgCkZLZmbo,Toyota Hybrid,2,0
PayPal launches integration with MetaMask Web3 wallet for Ethereum transactions - Fortune,15/12/2022 10:05,,en,https://fortune.com/crypto/2022/12/14/paypal-metamask-crypto-web3-blockchain-payments/,PayPal Ethereum MetaMask,3,0
Senator Warren Introduces New Crypto Bill Targeting Self-Custody Wallets - Decrypt,15/12/2022 10:05,,en,https://decrypt.co/117221/senator-warren-crypto-bill-kyc-self-custody-wallets,Crypto bill,2,0
How Large Trucks and SUVs Are Dragging Down America's Fuel Economy - Jalopnik,15/12/2022 10:05,,en,https://jalopnik.com/large-trucks-suvs-erasing-u-s-fuel-economy-gains-1849888478,US Fuel economy,1,0
Billionaire Ken Griffin sues IRS over leaked tax records - Chicago Tribune,15/12/2022 10:05,,en,https://www.chicagotribune.com/news/breaking/ct-ken-griffin-irs-tax-lawsuit-20221214-grpig6lzonegtgxuzi6flw7cbe-story.html,IRS tax records,1,0.1
HSBC updates climate policy to stop funding new oil and gas - The Associated Press,15/12/2022 10:05,,en,https://apnews.com/bd370e6387d8f9976158d5d742ea9af0,climate policy HSBC,3,0
Charter Falls a Record 16% as Spending Alarms Wall Street - Yahoo Finance,15/12/2022 10:05,,en,https://finance.yahoo.com/news/charter-drops-spending-plan-exceeds-140218139.html,Charter stock,1,0
Biden-Harris Administration Announces $3.7 Billion to Kick-Start America's Carbon Dioxide Removal Industry - Energy.gov,15/12/2022 10:05,,en,https://www.energy.gov/articles/biden-harris-administration-announces-37-billion-kick-start-americas-carbon-dioxide,US Carbon removal,3,0
The world's top city destinations for 2022 are revealed - CNN,15/12/2022 10:05,,en,https://www.cnn.com/travel/article/euromonitor-top-city-destinations-index-2022/index.html,top cities,2,0.4
Binance Deliberately Caused FTX Collapse: Kevin O’Leary - Decrypt,15/12/2022 10:05,,en,https://decrypt.co/117270/binance-deliberately-caused-ftx-collapse-kevin-oleary,FTX Binance,1,0
Throw Away These Recalled COVID Test Kits - Lifehacker,15/12/2022 10:05,,en,https://lifehacker.com/throw-away-these-recalled-covid-test-kits-1849889056,COVID test,1,0.1
"Fusion power is still decades and billions of dollars away, even after this week's major scientific breakthrough - CNBC",15/12/2022 10:05,,en,https://www.cnbc.com/2022/12/14/fusion-power-wont-be-widespread-for-at-least-a-decade.html,Fusion power,1,0
Fed's Walk May Be More Dovish Than Its Talk - The Wall Street Journal,15/12/2022 10:05,,en,https://www.wsj.com/articles/feds-walk-may-be-more-dovish-than-its-talk-11671053830,Fed,2,0
Twitter ditches Trust and Safety Council as Musk tweets fuel harassment - Ars Technica,15/12/2022 10:05,,en,https://arstechnica.com/tech-policy/2022/12/twitter-ditches-trust-and-safety-council-as-musk-tweets-fuel-harassment/,Twitter Musk,1,0
"Rents drove inflation higher in November, but private data suggests prices easing in 2023 - Yahoo Finance",15/12/2022 10:05,,en,https://finance.yahoo.com/news/rents-drove-inflation-higher-in-november-but-private-data-suggests-prices-easing-in-2023-221551321.html,inflation rents,1,0
Musk's Twitter failing to pay rent on San Francisco HQ - SFGATE,15/12/2022 10:05,,en,https://www.sfgate.com/tech/article/musk-twitter-not-paying-rent-17654274.php,Twitter Musk,1,0
"Credit card, personal loan delinquencies expected to surge in 2023: TransUnion - Fox Business",15/12/2022 10:05,,en,https://www.foxbusiness.com/economy/credit-card-personal-loan-delinquencies-expected-surge-2023-transunion,personal loands,1,0
"Another $3.5 billion notch in America's widening ""battery belt"" - Axios",15/12/2022 10:05,,en,https://www.axios.com/2022/12/14/redwood-materials-south-carolina,US batteries,3,0.1
Gold prices continue to hold support above $1800 as Fed rates rates 50bps and see a terminal rate above 5% in 2023 - Kitco NEWS,15/12/2022 10:05,,en,https://www.kitco.com/news/2022-12-14/Gold-prices-continue-to-hold-support-above-1-800-as-Fed-rates-rates-50bps-and-see-a-terminal-rate-above-5-in-2023.html,gold prices,3,0
General Motors recalls over 825K SUVs and cars to fix daytime running lights - WDIV ClickOnDetroit,15/12/2022 10:05,,en,https://www.clickondetroit.com/news/local/2022/12/14/general-motors-recalls-over-825k-suvs-and-cars-to-fix-daytime-running-lights/,General Motors,1,0
Attention procrastinators: Drop-dead holiday shipping deadlines are coming soon - CNN,15/12/2022 10:05,,en,https://www.cnn.com/2022/12/14/business/shipping-deadlines-holiday-gifts/index.html,holiday shopping,3,0.5
The inflation tide has turned — no thanks to the Fed - New York Post ,15/12/2022 10:05,,en,https://nypost.com/2022/12/13/the-inflation-tide-has-turned-no-thanks-to-the-fed/,Fed inflation,1,0.1
ChatGPT: Why Everyone Is Obsessed This Mind-Blowing AI Chatbot - CNET,15/12/2022 10:05,,en,https://www.cnet.com/tech/computing/chatgpt-why-everyone-is-obsessed-this-mind-blowing-ai-chatbot/,ChatGPT,3,0.4
Boom Supersonic announces engine for ultra-high-speed Overture jet - Business Insider,15/12/2022 10:05,,en,https://www.businessinsider.com/boom-supersonic-announces-engine-for-ultra-high-speed-overture-jet-2022-12,jet engine,3,0
"Warner Bros. Discovery Now Sees Up To $3.5 Billion In Content Write-Downs, $1 Billion More Than Previously Anticipated - Deadline",15/12/2022 10:05,,en,https://deadline.com/2022/12/warner-bros-discovery-content-write-downs-1235199446/,Discovery Now,1,0
"Exclusive: U.S. to remove some Chinese entities from red flag list soon, U.S. official says - Reuters",15/12/2022 10:05,,en,https://www.reuters.com/markets/us-remove-some-chinese-entities-red-flag-list-soon-us-official-2022-12-14/,US China,3,0
Danske Bank Pleads Guilty to Fraud on U.S. Banks in Multi-Billion Dollar Scheme to Access the U.S. Financial System - Department of Justice,15/12/2022 10:05,,en,https://www.justice.gov/opa/pr/danske-bank-pleads-guilty-fraud-us-banks-multi-billion-dollar-scheme-access-us-financial,Danske Bank,1,0
"Health insurance is helping cool inflation. But 'it's not a very good reflection' of what people pay, cautions economist - CNBC",15/12/2022 10:05,,en,https://www.cnbc.com/2022/12/14/heres-how-health-insurance-is-helping-to-cool-inflation.html,inflation rents,3,0.4
'O.C.' star Ben McKenzie tells lawmakers crypto is 'largest Ponzi' ever - Markets Insider,15/12/2022 10:05,,en,https://markets.businessinsider.com/news/currencies/crypto-ftx-oc-star-ben-mckenzie-largest-ponzi-scheme-market-2022-12,crypto,1,0.2
Here is why Bitcoin price gave back all its intraday gains - Cointelegraph,15/12/2022 10:05,,en,https://cointelegraph.com/news/here-is-why-bitcoin-price-gave-back-all-its-intraday-gains,crypto,1,0.2
NSA says Chinese hackers are exploiting a zero-day bug in popular networking gear - TechCrunch,15/12/2022 10:05,,en,https://techcrunch.com/2022/12/14/nsa-says-chinese-hackers-are-exploiting-a-zero-day-bug-in-popular-networking-gear/,China hacers,1,0
